
$ learning
11 7.03
0 -2.34
1 -3.52
2 -12.60
3 12.01
4 -3.52
5 -11.43
6 4.98
7 2.93
8 -3.22
9 0.29
10 12.89
11 7.03
0 -1.76
1 -3.52
2 -12.60
3 12.30
4 -3.52
5 -11.43
6 4.98
7 3.22
8 -2.93
9 0.29
10 12.89
11 7.03
0 -1.76
1 -3.22
2 -12.30
3 12.01
4 -3.52
5 -11.43
6 4.98
7 3.22
8 -2.93
9 0.29
10 12.89
11 7.03
0 -1.76
1 -3.22
2 -12.30
3 12.01
4 -3.52
5 -11.72
6 4.98
7 3.22
8 -2.93
9 0.29
10 12.89
11 7.32
0 -2.34
1 -3.52
2 -12.60
3 12.01
4 -3.52
5 -11.43
6 4.98
7 3.22
8 -3.22
9 0.29
10 12.89
11 7.32
0 -2.34
1 -3.52
2 -12.60
3 12.01
4 -3.22
5 -11.43
6 4.69
7 2.93
8 -2.93
9 0.29
10 12.89
11 7.32
0 -1.76
1 -3.52
2 -12.60
3 12.01
4 -3.52
5 -11.43
6 4.98
7 2.93
8 -2.93
9 0.29
10 12.89
11 7.32
0 -1.76
1 -3.52
2 -12.60
3 12.01
4 -3.52
5 -11.43
6 4.98
7 3.22
8 -2.93
9 0.29
10 12.89
11 7.03
0 -1.76
1 -3.52
2 -12.30
3 12.01
4 -3.52
5 -11.72
6 4.98
7 3.22
8 -2.93
9 0.29
10 12.89
11 7.03
0 -2.34
1 -3.52
2 -12.30
3 12.01
4 -3.52
5 -11.72
6 4.98
7 2.93
8 -2.93
9 0.29
10 12.60
11 7.03
0 -1.76
1 -2.93
2 -12.60
3 12.30
4 -3.52
5 -11.43
6 4.98
7 2.93
8 -2.93
9 0.59
10 12.89
11 7.03
0 -2.34
1 -3.52
2 -12.60
3 12.01
4 -3.81
5 -11.72
6 4.98
7 2.93
8 -2.93
9 0.29
10 12.60
11 7.03
0 -2.34
1 -3.52
2 -12.30
3 12.01
4 -3.52
5 -11.72
6 4.98
7 2.93
8 -2.93
9 0.29
10 12.89
11 7.32
0 -2.34
1 -3.52
2 -12.60
3 12.01
4 -3.52
5 -11.43
6 4.98
7 3.22
8 -2.93
9 0.29
10 12.89
11 7.32
0 -1.76
1 -3.52
2 -12.60
3 12.01
4 -3.81
5 -11.72
6 4.98
7 3.22
8 -2.93
9 0.29
10 12.60
11 7.03
0 -2.34
1 -3.52
2 -12.60
3 12.01
4 -3.52
5 -11.72
6 4.98
7 3.22
8 -3.22
9 0.29
10 12.89
11 7.03
0 -2.34
1 -3.52
2 -12.30
3 12.01
4 -3.52
5 -11.72
6 4.98
7 2.93
8 -3.22
9 0.29
10 12.60
11 7.03
0 -2.34
1 -3.52
2 -12.60
3 12.01
4 -3.52
5 -11.72
6 4.98
7 2.93
8 -2.93
9 0.29
10 12.89
11 7.03
0 -2.64
1 -3.52
2 -12.60
3 12.30
4 -3.52
5 -11.72
6 4.98
7 2.93
8 -2.93
9 0.29
10 12.60
11 7.03
0 -1.76
1 -3.52
2 -12.30
3 12.01
4 -3.52
5 -11.72
6 4.98
7 3.22
8 -2.93
9 0.29
10 12.60
11 7.32
0 -1.76
1 -3.52
2 -12.60
3 12.30
4 -3.52
5 -11.43
6 4.98
7 3.22
8 -2.93
9 0.29
10 12.89
11 7.03
0 -2.34
1 -3.52
2 -12.30
3 12.01
4 -3.52
5 -11.13
6 4.98
7 2.93
8 -2.93
9 0.29
10 12.89
11 7.03
0 -1.76
1 -3.52
2 -12.30
3 12.01
4 -3.52
5 -11.43
6 4.69
7 3.22
8 -2.93
9 0.29
10 12.60
11 7.03
0 -1.76
1 -3.22
2 -12.60
3 12.30
4 -3.52
5 -11.72
6 4.98
7 2.93
8 -2.93
9 0.29
10 12.89
11 6.74
0 -1.46
1 -3.22
2 -12.30
3 12.01
4 -3.52
5 -11.72
6 4.98
7 2.93
8 -3.22
9 0.29
10 12.89
11 7.03
0 -2.34
1 -3.22
2 -12.60
3 12.30
4 -3.52
5 -11.72
6 4.98
7 2.93
8 -3.22
9 0.29
10 12.89
11 7.03
0 -2.34
1 -3.22
2 -12.30
3 12.01
4 -3.52
5 -11.72
6 4.98
7 3.22
8 -2.93
9 0.29
10 12.60
11 7.03
0 -2.34
1 -3.22
2 -12.60
3 12.01
4 -3.52
5 -11.72
6 4.98
7 3.22
8 -2.64
9 0.29
10 12.89
11 7.03
0 -1.76
1 -3.22
2 -12.60
3 12.01
4 -3.52
5 -11.43
6 4.98
7 2.93
8 -2.64
9 0.29
10 12.89
11 7.32
0 -2.34
1 -3.22
2 -12.60
3 12.30
4 -3.81
5 -11.72
6 4.98
7 3.22
8 -2.93
9 0.29
10 12.89
11 7.32
0 -2.34
1 -3.52
2 -12.60
3 12.01
4 -3.52
5 -11.43
6 5.27
7 2.93
8 -2.93
9 0.29
10 12.89
11 7.03
0 -1.76
1 -3.52
2 -12.60
3 12.01
4 -3.52
5 -11.43
6 4.98
7 2.93
8 -2.93
9 0.29
10 12.60
11 7.03
0 -2.34
1 -3.22
2 -12.60
3 12.01
4 -3.52
5 -11.43
6 4.98
7 3.22
8 -2.93
9 0.29
10 12.60
11 7.03
0 -2.34
1 -3.52
2 -12.30
3 12.01
4 -3.52
5 -11.43
6 4.98
7 2.93
8 -2.93
9 0.29
10 13.18
11 7.32
0 -1.76
1 -3.52
2 -12.60
3 12.01
4 -3.52
5 -11.43
6 4.98
7 3.22
8 -2.93
9 0.29
10 12.89
11 7.03
0 -2.34
1 -3.52
2 -12.60
3 12.01
4 -3.81
5 -11.43
6 4.98
7 2.93
8 -2.93
9 0.29
10 12.89
11 7.03
0 -2.34
1 -3.52
2 -12.60
3 12.01
4 -3.52
5 -11.72
6 4.69
7 2.93
8 -2.93
9 0.29
10 12.89
11 7.03
0 -2.34
1 -3.52
2 -12.60
3 12.01
4 -3.52
5 -11.43
6 6.15
7 2.93
8 -2.93
9 0.29
10 12.89
11 7.03
0 -2.34
1 -3.52
2 -12.30
3 12.30
4 -3.52
5 -11.72
6 4.98
7 2.93
8 -2.64
9 0.29
10 12.89
11 7.03
0 -2.34
1 -3.52
2 -12.60
3 12.01
4 -3.52
5 -11.43
6 5.27
7 3.22
8 -2.93
9 0.29
10 12.89
11 7.03
0 -1.76
1 -3.52
2 -12.60
3 12.30
4 -3.52
5 -11.72
6 4.98
7 2.93
8 -2.93
9 0.29
10 12.89
11 7.03
0 -2.34
1 -3.22
2 -12.30
3 12.01
4 -3.52
5 -11.43
6 4.69
7 2.93
8 -3.52
9 0.29
10 12.89
11 7.03
0 -1.76
1 -3.52
2 -12.60
3 12.01
4 -3.52
5 -11.72
6 4.98
7 3.22
8 -3.22
9 0.29
10 12.60
11 7.03
0 -1.76
1 -3.52
2 -12.60
3 12.01
4 -3.52
5 -11.72
6 4.69
7 3.22
8 -2.93
9 0.29
10 12.60
11 7.03
0 -2.34
1 -3.52
2 -12.60
3 12.30
4 -3.52
5 -11.43
6 4.98
7 3.22
8 -2.93
9 0.29
10 12.89
11 7.03
0 -1.76
1 -3.52
2 -12.60
3 12.01
4 -3.52
5 -11.72
6 4.98
7 2.93
8 -2.93
9 0.29
10 12.89
11 7.32
0 -1.76
1 -3.52
2 -12.60
3 12.01
4 -4.39
5 -11.72
6 4.98
7 3.22
8 -2.93
9 0.29
10 12.89
11 7.03
0 -1.76
1 -3.22
2 -12.30
3 12.01
4 -3.52
5 -11.72
6 4.98
7 3.22
8 -2.93
9 0.59
10 12.89
11 7.03
0 -2.34
1 -3.22
2 -12.60
3 12.01
4 -3.52
5 -11.43
6 4.98
7 3.22
8 -2.93
9 0.29
10 12.89
11 7.03
0 -2.34
1 -3.52
2 -12.30
3 12.01
4 -3.81
5 -11.72
6 4.98
7 2.93
8 -2.64
9 0.29
10 12.60
11 7.32
0 -1.76
1 -3.22
2 -12.60
3 12.01
4 -3.52
5 -11.43
6 4.98
7 2.93
8 -2.93
9 0.29
10 12.60
11 7.03
0 -2.34
1 -3.22
2 -12.60
3 12.01
4 -3.52
5 -11.43
6 4.98
7 2.93
8 -2.93
9 0.29
10 12.89
11 6.74
0 -2.34
1 -3.22
2 -12.60
3 12.01
4 -3.52
5 -11.43
6 4.98
7 2.93
8 -2.93
9 0.29
10 12.60
11 7.03
0 -2.34
1 -3.52
2 -12.60
3 12.01
4 -3.52
5 -11.43
6 4.98
7 3.22
8 -3.22
9 0.29
10 12.89
11 7.03
0 -1.76
1 -3.22
2 -12.60
3 12.30
4 -3.52
5 -11.43
6 4.98
7 2.93
8 -2.93
9 0.29
10 12.60
11 6.74
0 -1.76
1 -3.52
2 -12.30
3 12.01
4 -3.81
5 -11.72
6 4.98
7 2.93
8 -2.93
9 0.29
10 12.89
11 7.03
0 -2.64
1 -3.52
2 -12.30
3 12.01
4 -3.52
5 -11.72
6 4.98
7 2.93
8 -2.93
9 0.29
10 12.89
11 7.32
0 -1.76
1 -3.22
2 -12.60
3 12.30
4 -3.52
5 -11.72
6 4.98
7 3.22
8 -2.93
9 0.29
10 12.89
11 7.03
0 -1.76
1 -3.52
2 -12.30
3 12.01
4 -3.52
5 -11.43
6 4.98
7 3.22
8 -2.93
9 0.29
10 12.60
11 7.03
0 -1.76
1 -3.52
2 -12.60
3 12.01
4 -3.81
5 -11.72
6 4.98
7 2.93
8 -2.64
9 0.29
10 13.18
11 7.32
0 -2.34
1 -3.52
2 -12.30
3 12.01
4 -3.81
5 -11.72
6 5.27
7 2.93
8 -2.93
9 0.29
10 12.60
11 7.03
0 -2.34
1 -3.52
2 -12.60
3 12.01
4 -3.52
5 -11.43
6 4.98
7 2.93
8 -2.64
9 0.29
10 12.89
11 7.03
0 -2.34
1 -3.52
2 -12.60
3 12.01
4 -3.52
5 -11.72
6 4.98
7 3.22
8 -2.93
9 0.29
10 12.60
11 7.32
0 -1.76
1 -3.22
2 -12.60
3 12.01
4 -3.52
5 -11.43
6 4.98
7 3.22
8 -2.93
9 0.29
10 12.60
11 7.32
0 -1.76
1 -3.52
2 -12.60
3 12.01
4 -3.52
5 -11.43
6 4.98
7 3.22
8 -2.93
9 0.29
10 12.60
11 7.03
0 -1.76
1 -3.52
2 -12.30
3 12.01
4 -3.52
5 -11.72
6 4.98
7 3.22
8 -2.93
9 0.29
10 12.89
11 7.03
0 -2.34
1 -3.52
2 -12.60
3 12.01
4 -3.52
5 -11.13
6 4.98
7 3.22
8 -2.64
9 0.29
10 13.18
11 7.03
0 -1.76
1 -3.52
2 -12.60
3 12.30
4 -3.52
5 -11.43
6 4.98
7 3.22
8 -2.64
9 0.29
10 12.89
11 7.32
0 -2.34
1 -3.52
2 -12.30
3 12.01
4 -3.52
5 -11.72
6 4.98
7 2.93
8 -2.93
9 0.29
10 12.89
11 7.03
0 -2.34
1 -3.52
2 -12.30
3 12.30
4 -3.52
5 -11.72
6 4.98
7 3.22
8 -2.93
9 0.29
10 12.60
11 7.32
0 -1.76
1 -3.22
2 -12.30
3 12.01
4 -3.52
5 -11.43
6 4.98
7 2.93
8 -2.93
9 0.29
10 12.89
11 7.03
0 -1.76
1 -3.22
2 -12.30
3 12.01
4 -3.52
5 -11.43
6 4.98
7 3.22
8 -3.22
9 0.59
10 12.89
11 7.03
0 -1.76
1 -3.52
2 -12.60
3 12.01
4 -3.52
5 -11.43
6 4.98
7 2.93
8 -3.22
9 0.29
10 12.60
11 7.03
0 -2.34
1 -3.22
2 -12.30
3 12.01
4 -3.52
5 -11.72
6 5.27
7 2.93
8 -3.22
9 0.29
10 12.89
11 7.03
0 -2.34
1 -3.22
2 -12.30
3 12.01
4 -3.52
5 -11.43
6 4.98
7 2.93
8 -2.93
9 0.29
10 12.60
11 7.03
0 -1.76
1 -3.52
2 -12.60
3 12.30
4 -3.52
5 -11.72
6 4.98
7 2.93
8 -3.22
9 0.29
10 12.89
11 7.03
0 -2.34
1 -3.22
2 -12.60
3 12.01
4 -3.52
5 -11.72
6 4.98
7 2.93
8 -2.93
9 0.29
10 12.60
11 7.03
0 -2.34
1 -3.22
2 -12.60
3 12.01
4 -3.52
5 -11.13
6 4.98
7 3.22
8 -2.64
9 0.29
10 12.60
11 7.03
0 -1.76
1 -3.52
2 -12.60
3 12.01
4 -3.52
5 -11.72
6 4.98
7 2.93
8 -2.93
9 0.29
10 12.89
11 7.32
0 -1.76
1 -3.22
2 -12.60
3 12.30
4 -3.52
5 -11.43
6 4.98
7 2.93
8 -2.64
9 0.29
10 12.89
11 7.03
0 -2.34
1 -3.52
2 -12.60
3 12.01
4 -3.52
5 -11.43
6 4.98
7 2.93
8 -2.93
9 0.29
10 12.89
11 7.03
0 -1.76
1 -3.22
2 -12.60
3 12.30
4 -3.52
5 -11.72
6 4.69
7 2.93
8 -2.64
9 0.29
10 12.89
11 7.03
0 -1.76
1 -3.52
2 -12.60
3 12.30
4 -3.52
5 -11.43
6 4.69
7 2.93
8 -2.93
9 0.29
10 12.89
11 7.03
0 -2.34
1 -3.52
2 -12.60
3 12.01
4 -3.81
5 -11.72
6 4.98
7 3.22
8 -2.93
9 0.29
10 12.89
11 7.03
0 -2.34
1 -3.52
2 -12.30
3 12.01
4 -3.52
5 -11.13
6 4.98
7 2.93
8 -2.93
9 0.29
10 12.89
11 6.74
0 -2.34
1 -3.52
2 -12.60
3 12.01
4 -3.52
5 -11.43
6 4.98
7 3.22
8 -2.93
9 0.29
10 12.89
11 7.32
0 -1.76
1 -3.52
2 -12.60
3 12.01
4 -3.52
5 -11.72
6 4.98
7 3.22
8 -2.93
9 0.29
10 12.89
11 7.03
0 -1.76
1 -3.52
2 -12.30
3 12.01
4 -3.52
5 -11.43
6 4.98
7 3.22
8 -2.64
9 0.29
10 12.89
11 7.03
0 -1.76
1 -3.52
2 -12.30
3 12.30
4 -3.52
5 -11.72
6 4.98
7 2.93
8 -2.93
9 0.29
10 12.01
11 6.74
0 -1.76
1 -3.52
2 -12.60
3 12.01
4 -3.81
5 -11.43
6 4.69
7 2.93
8 -2.93
9 0.29
10 12.89
11 7.03
0 -1.76
1 -3.52
2 -12.30
3 12.30
4 -3.52
5 -11.43
6 4.98
7 2.93
8 -3.22
9 0.29
10 12.89
11 7.03
0 -1.76
1 -3.52
2 -12.30
3 12.60
4 -3.52
5 -11.43
6 4.98
7 3.22
8 -2.93
9 0.29
10 12.89
11 7.03
0 -1.76
1 -3.52
2 -12.60
3 12.01
4 -3.52
5 -11.43
6 4.98
7 2.93
8 -2.93
9 0.29
10 12.89
11 7.03
0 -1.76
1 -3.52
2 -12.60
3 12.01
4 -3.81
5 -11.43
6 5.27
7 3.22
8 -2.93
9 0.29
10 12.60
11 7.03
0 -1.76
1 -3.52
2 -12.30
3 12.01
4 -3.52
5 -11.72
6 4.98
7 2.93
8 -2.93
9 0.29
10 12.89
11 7.03
0 -1.76
1 -3.52
2 -12.30
3 12.30
4 -3.52
5 -11.72
6 4.98
7 2.93
8 -3.22
9 0.29
10 12.89
11 6.74
0 -2.34
1 -3.22
2 -12.60
3 12.01
4 -3.81
5 -11.43
6 4.98
7 3.22
8 -2.93
9 0.29
10 12.89
11 7.03
0 -2.34
1 -3.52
2 -12.60
3 12.01
4 -3.52
5 -11.43
6 4.98
7 2.93
8 -2.64
9 0.29
10 12.60
11 7.03
0 -1.76
1 -3.22
2 -12.30
3 12.01
4 -3.52
5 -11.72
6 4.98
7 3.22
8 -2.93
9 0.29
10 12.60
11 7.03
0 -1.76
1 -3.52
2 -12.60
3 12.01
4 -3.52
5 -11.43
6 4.98
7 3.22
8 -3.22
9 0.29
10 12.60
11 7.03
0 -1.76
1 -3.52
2 -12.60
3 12.01
4 -3.81
5 -11.43
6 4.98
7 3.22
8 -2.64
9 0.29
10 12.89
11 7.03
0 -1.76
1 -3.52
2 -12.60
3 12.01
4 -3.52
5 -11.72
6 4.98
7 3.22
8 -3.22
9 0.29
10 12.89
11 6.74
0 -1.76
1 -3.22
2 -12.60
3 12.01
4 -3.81
5 -11.43
6 4.98
7 2.93
8 -2.93
9 0.29
10 12.89
11 7.03
0 -2.34
1 -3.52
2 -12.60
3 12.01
4 -3.52
5 -11.72
6 4.98
7 3.22
8 -2.93
9 0.29
10 12.89
11 7.03
0 -2.34
1 -3.22
2 -12.30
3 12.01
4 -3.52
5 -11.72
6 4.98
7 3.22
8 -2.93
9 0.29
10 12.89
11 6.74
0 -1.76
1 -3.52
2 -12.60
3 12.01
4 -3.52
5 -11.43
6 4.98
7 3.22
8 -2.64
9 0.29
10 12.89
11 7.03
0 -1.76
1 -3.52
2 -12.60
3 12.01
4 -3.52
5 -11.43
6 4.98
7 3.22
8 -2.64
9 0.29
10 12.89
11 7.03
0 -1.76
1 -3.52
2 -12.30
3 12.01
4 -3.52
5 -11.72
6 4.98
7 2.93
8 -2.93
9 0.29
10 12.89
11 7.03
0 -2.34
1 -3.52
2 -12.60
3 12.30
4 -3.81
5 -11.72
6 4.98
7 3.22
8 -2.93
9 0.88
10 12.89
11 7.03
0 -1.76
1 -3.52
2 -12.30
3 12.01
4 -3.52
5 -11.43
6 5.27
7 3.22
8 -2.93
9 0.29
10 12.89
11 6.74
0 -1.76
1 -3.52
2 -12.30
3 12.30
4 -3.52
5 -11.43
6 4.98
7 3.22
8 -2.93
9 0.29
10 12.89
11 7.03
0 -1.76
1 -3.52
2 -12.60
3 12.01
4 -3.52
5 -11.72
6 4.98
7 2.93
8 -2.64
9 0.29
10 12.89
11 7.03
0 -2.34
1 -3.52
2 -12.30
3 12.30
4 -3.52
5 -11.13
6 4.98
7 3.22
8 -3.22
9 0.29
10 12.60
11 7.03
0 -2.34
1 -3.22
2 -12.60
3 12.01
4 -3.52
5 -11.43
6 4.98
7 3.22
8 -2.93
9 0.29
10 12.60
11 7.03
0 -1.76
1 -3.52
2 -12.30
3 12.01
4 -3.81
5 -11.43
6 4.69
7 2.93
8 -2.93
9 0.29
10 12.89
11 7.03
0 -2.34
1 -3.52
2 -12.60
3 12.01
4 -3.52
5 -11.72
6 4.98
7 2.93
8 -2.93
9 0.29
10 12.89
11 6.74
0 -2.34
1 -3.52
2 -12.60
3 12.01
4 -3.52
5 -11.72
6 4.98
7 2.93
8 -2.93
9 0.29
10 12.89
11 7.03
0 -2.34
1 -3.52
2 -12.30
3 12.01
4 -3.52
5 -11.43
6 4.98
7 3.22
8 -2.93
9 0.29
10 12.89
11 7.03
0 -1.76
1 -3.52
2 -12.30
3 12.01
4 -3.52
5 -11.43
6 4.98
7 2.93
8 -2.93
9 0.29
10 12.60
11 7.03
0 -1.76
1 -3.52
2 -12.60
3 12.01
4 -3.52
5 -11.72
6 4.98
7 2.93
8 -2.93
9 0.29
10 12.89
11 7.03
0 -1.76
1 -3.52
2 -12.30
3 12.01
4 -3.22
5 -11.72
6 4.98
7 2.93
8 -2.93
9 0.29
10 13.18
11 7.03
0 -1.76
1 -3.52
2 -12.60
3 12.01
4 -3.52
5 -11.72
6 5.27
7 3.22
8 -2.93
9 0.29
10 12.60
11 7.32
0 -2.34
1 -3.52
2 -12.60
3 12.01
4 -3.52
5 -11.43
6 4.98
7 2.93
8 -2.64
9 0.29
10 12.60
11 7.03
0 -2.34
1 -3.52
2 -12.60
3 12.01
4 -3.52
5 -11.43
6 4.98
7 2.93
8 -2.93
9 0.29
10 12.89
11 7.03
0 -2.34
1 -3.52
2 -12.30
3 12.01
4 -3.52
5 -11.72
6 4.98
7 3.22
8 -2.93
9 0.29
10 12.89
11 7.03
0 -1.76
1 -3.52
2 -12.30
3 12.01
4 -3.52
5 -11.43
6 4.98
7 3.22
8 -2.93
9 0.29
10 12.60
11 7.03
0 -1.76
1 -3.22
2 -12.60
3 12.30
4 -3.81
5 -11.43
6 4.98
7 3.22
8 -2.93
9 0.29
10 12.60
11 6.74
0 -1.76
1 -3.52
2 -12.30
3 12.01
4 -3.52
5 -11.43
6 4.98
7 3.22
8 -2.93
9 0.29
10 12.89
11 7.03
0 -2.34
1 -3.52
2 -12.30
3 12.01
4 -3.52
5 -11.43
6 4.98
7 3.22
8 -2.93
9 0.29
10 12.89
11 6.74
0 -1.76
1 -3.22
2 -12.60
3 12.01
4 -3.52
5 -11.43
6 4.98
7 3.22
8 -2.93
9 0.29
10 12.89
11 7.03
0 -1.76
1 -3.52
2 -12.30
3 12.30
4 -3.52
5 -11.43
6 4.98
7 2.93
8 -2.64
9 0.29
10 12.89
11 7.03
0 -1.76
1 -3.52
2 -12.60
3 12.01
4 -3.52
5 -11.72
6 4.98
7 2.93
8 -2.93
9 0.29
10 12.89
11 7.03
0 -1.76
1 -3.52
2 -12.30
3 12.30
4 -3.52
5 -11.43
6 4.98
7 3.22
8 -2.93
9 0.29
10 12.89
11 7.03
0 -1.76
1 -3.22
2 -12.30
3 12.01
4 -3.52
5 -11.72
6 4.39
7 3.22
8 -2.93
9 0.29
10 12.60
11 7.03
0 -2.34
1 -3.22
2 -12.30
3 12.01
4 -3.81
5 -11.43
6 4.98
7 2.93
8 -3.22
9 0.29
10 12.60
11 7.03
0 -2.34
1 -3.52
2 -12.60
3 12.01
4 -3.52
5 -11.72
6 4.69
7 3.22
8 -2.64
9 0.29
10 12.89
11 7.03
0 -2.34
1 -3.52
2 -12.60
3 12.01
4 -3.52
5 -11.43
6 4.98
7 2.93
8 -2.64
9 0.29
10 12.89
11 7.03
0 -1.76
1 -3.52
2 -12.30
3 12.30
4 -3.52
5 -11.43
6 4.98
7 3.22
8 -2.93
9 0.29
10 12.89
11 7.03
0 -1.76
1 -3.22
2 -12.60
3 11.72
4 -3.52
5 -11.43
6 5.27
7 2.93
8 -2.93
9 0.29
10 12.60
11 7.03
0 -2.34
1 -3.52
2 -12.30
3 12.01
4 -3.52
5 -11.43
6 4.98
7 2.93
8 -2.93
9 0.29
10 12.60
11 7.03
0 -1.76
1 -3.22
2 -12.60
3 12.01
4 -3.52
5 -11.72
6 5.27
7 3.22
8 -2.93
9 0.29
10 12.60
11 7.03
0 -2.34
1 -3.52
2 -12.60
3 12.30
4 -3.52
5 -11.72
6 4.98
7 2.93
8 -2.64
9 0.29
10 12.89
11 7.03
0 -1.76
1 -3.52
2 -12.60
3 12.01
4 -3.52
5 -11.43
6 4.98
7 2.93
8 -2.93
9 0.29
10 12.89
11 7.03
0 -1.76
1 -3.52
2 -12.60
3 12.01
4 -3.52
5 -11.43
6 4.98
7 2.93
8 -2.93
9 0.29
10 12.89
11 7.03
0 -1.76
1 -3.52
2 -12.30
3 12.01
4 -3.52
5 -11.43
6 4.98
7 2.93
8 -3.52
9 0.29
10 12.89
11 7.32
0 -1.76
1 -3.52
2 -12.30
3 12.01
4 -3.52
5 -11.43
6 4.98
7 3.22
8 -2.93
9 0.29
10 12.89
11 7.32
0 -1.76
1 -3.52
2 -12.30
3 12.01
4 -3.52
5 -11.43
6 4.69
7 2.93
8 -2.93
9 0.29
10 12.89
11 7.03
0 -1.76
1 -3.52
2 -12.30
3 12.30
4 -3.52
5 -11.43
6 4.98
7 2.93
8 -2.93
9 0.29
10 12.89
11 6.74
0 -1.76
1 -3.52
2 -12.30
3 12.30
4 -3.52
5 -11.72
6 4.98
7 2.93
8 -2.93
9 0.29
10 12.89
11 7.32
0 -1.76
1 -3.22
2 -12.30
3 12.01
4 -3.52
5 -11.72
6 4.98
7 2.93
8 -2.93
9 0.29
10 11.72
11 6.74
0 -2.34
1 -3.52
2 -12.30
3 12.30
4 -3.81
5 -11.72
6 4.98
7 3.22
8 -2.93
9 0.29
10 12.60
11 7.03
0 -2.34
1 -3.52
2 -12.60
3 12.01
4 -3.52
5 -11.72
6 4.98
7 2.93
8 -2.93
9 0.29
10 12.89
11 7.03
0 -2.34
1 -3.52
2 -12.60
3 12.01
4 -3.52
5 -11.72
6 4.98
7 3.22
8 -3.22
9 0.29
10 12.89
11 7.32
0 -2.34
1 -3.52
2 -12.30
3 12.01
4 -3.52
5 -11.43
6 4.69
7 3.22
8 -2.93
9 0.29
10 12.60
11 7.03
0 -2.64
1 -3.52
2 -12.30
3 12.30
4 -3.81
5 -11.72
6 4.98
7 2.93
8 -2.93
9 0.29
10 13.18
11 7.32
0 -1.76
1 -3.22
2 -12.30
3 12.01
4 -3.52
5 -11.72
6 4.98
7 2.93
8 -2.93
9 0.29
10 12.60
11 7.03
0 -1.76
1 -3.22
2 -12.60
3 12.01
4 -3.81
5 -11.43
6 4.98
7 2.93
8 -3.22
9 0.29
10 12.89
11 7.03
0 -1.76
1 -3.52
2 -12.60
3 12.30
4 -3.81
5 -11.43
6 4.98
7 3.22
8 -2.64
9 0.59
10 12.60
11 7.03
0 -1.76
1 -3.22
2 -12.60
3 12.01
4 -3.52
5 -11.43
6 4.98
7 2.93
8 -2.93
9 0.29
10 12.89
11 7.03
0 -1.76
1 -3.52
2 -12.60
3 12.01
4 -3.52
5 -11.43
6 4.98
7 3.22
8 -2.93
9 0.29
10 12.60
11 6.74
0 -1.76
1 -3.52
2 -12.30
3 12.01
4 -3.52
5 -11.72
6 4.98
7 2.93
8 -2.93
9 0.29
10 12.89
11 7.03
0 -1.76
1 -3.52
2 -12.30
3 12.01
4 -3.52
5 -11.72
6 4.98
7 2.93
8 -2.93
9 0.29
10 13.18
11 7.32
0 -1.76
1 -3.22
2 -12.30
3 12.01
4 -3.52
5 -11.43
6 4.98
7 3.22
8 -2.64
9 0.29
10 12.89
11 7.03
0 -1.76
1 -3.22
2 -12.60
3 11.72
4 -3.52
5 -11.72
6 4.98
7 3.22
8 -2.93
9 0.59
10 12.89
11 7.03
0 -2.34
1 -3.52
2 -12.30
3 12.01
4 -3.52
5 -11.43
6 4.98
7 2.93
8 -2.93
9 0.29
10 12.89
11 7.32
0 -2.34
1 -3.22
2 -12.60
3 12.01
4 -3.52
5 -11.72
6 4.69
7 3.22
8 -2.93
9 0.29
10 12.89
11 7.03
0 -2.34
1 -3.52
2 -12.60
3 12.30
4 -3.52
5 -11.43
6 4.98
7 3.22
8 -2.93
9 0.29
10 12.89
11 7.32
0 -2.34
1 -3.22
2 -12.60
3 12.01
4 -3.52
5 -11.72
6 4.98
7 2.93
8 -2.93
9 0.29
10 12.89
11 7.03
0 -1.76
1 -3.52
2 -12.60
3 12.01
4 -3.52
5 -11.72
6 4.98
7 2.93
8 -2.93
9 0.29
10 12.89
11 7.03
0 -1.76
1 -3.52
2 -12.30
3 12.01
4 -3.52
5 -11.43
6 4.98
7 2.93
8 -2.93
9 0.29
10 12.89
11 7.32
0 -1.76
1 -3.52
2 -12.60
3 12.01
4 -3.52
5 -11.72
6 4.98
7 2.93
8 -2.93
9 0.29
10 12.89
11 7.03
0 -1.76
1 -3.52
2 -12.60
3 12.01
4 -3.52
5 -11.43
6 4.98
7 3.22
8 -2.93
9 0.29
10 12.89
11 7.03
0 -1.76
1 -3.52
2 -12.60
3 12.01
4 -3.52
5 -11.72
6 4.98
7 2.93
8 -2.93
9 0.29
10 12.60
11 7.32
0 -1.76
1 -3.22
2 -12.60
3 12.01
4 -3.81
5 -11.43
6 4.98
7 3.22
8 -2.93
9 0.29
10 12.89
11 7.03
0 -1.76
1 -3.22
2 -12.30
3 12.01
4 -3.52
5 -11.72
6 4.98
7 3.22
8 -2.93
9 0.29
10 12.89
11 7.03
0 -1.76
1 -3.52
2 -12.60
3 12.01
4 -3.52
5 -11.72
6 4.98
7 3.22
8 -3.22
9 0.29
10 12.89
11 7.03
0 -1.76
1 -3.52
2 -12.30
3 12.01
4 -3.52
5 -11.43
6 4.98
7 2.93
8 -2.93
9 0.29
10 12.89
11 7.03
0 -1.76
1 -3.52
2 -12.60
3 12.01
4 -3.52
5 -11.72
6 4.98
7 3.22
8 -2.93
9 0.29
10 12.89
11 7.03
0 -1.76
1 -3.52
2 -12.60
3 12.01
4 -3.52
5 -11.72
6 4.98
7 3.22
8 -2.93
9 0.29
10 12.89
11 7.03
0 -1.76
1 -3.52
2 -12.30
